category,split,defect_type,label,sample_position,sample_id,processed_depth_path,processed_mask_path,mask_path,crop_top,crop_bottom,crop_left,crop_right,classical_patch_count,classical_image_score,classical_heatmap_path,classical_figure_path,classical_ground_truth_pixel_count,autoencoder_patch_count,autoencoder_image_score,autoencoder_heatmap_path,autoencoder_figure_path,autoencoder_ground_truth_pixel_count,ground_truth_pixel_count,comparison_figure_path
bagel,test,contamination,1,59,14,data/processed/bagel/test/contamination/014_depth.npy,data/processed/bagel/test/contamination/014_mask.npy,data/raw/bagel/test/contamination/gt/014.png,131.0,670.0,105.0,687.0,224,1.9839941263198853,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/contamination/14_heatmap.npy,,266,224,0.014359557069838,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/14_heatmap.npy,,266,266,
bagel,test,contamination,1,60,15,data/processed/bagel/test/contamination/015_depth.npy,data/processed/bagel/test/contamination/015_mask.npy,data/raw/bagel/test/contamination/gt/015.png,103.0,684.0,112.0,687.0,221,31.843603134155273,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/contamination/15_heatmap.npy,,298,221,0.0114081753417849,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/15_heatmap.npy,,298,298,
bagel,test,contamination,1,61,16,data/processed/bagel/test/contamination/016_depth.npy,data/processed/bagel/test/contamination/016_mask.npy,data/raw/bagel/test/contamination/gt/016.png,135.0,645.0,116.0,698.0,217,31.315458297729492,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/contamination/16_heatmap.npy,,233,217,0.014684191904962,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/16_heatmap.npy,,233,233,
bagel,test,contamination,1,62,17,data/processed/bagel/test/contamination/017_depth.npy,data/processed/bagel/test/contamination/017_mask.npy,data/raw/bagel/test/contamination/gt/017.png,118.0,699.0,97.0,700.0,221,35.312164306640625,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/contamination/17_heatmap.npy,,235,221,0.0113890999928116,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/17_heatmap.npy,,235,235,
bagel,test,contamination,1,63,18,data/processed/bagel/test/contamination/018_depth.npy,data/processed/bagel/test/contamination/018_mask.npy,data/raw/bagel/test/contamination/gt/018.png,107.0,700.0,101.0,705.0,222,39.15449905395508,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/contamination/18_heatmap.npy,,223,222,0.0107193933799862,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/18_heatmap.npy,,223,223,
bagel,test,contamination,1,64,19,data/processed/bagel/test/contamination/019_depth.npy,data/processed/bagel/test/contamination/019_mask.npy,data/raw/bagel/test/contamination/gt/019.png,120.0,695.0,92.0,685.0,224,8.110798835754395,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/contamination/19_heatmap.npy,,522,224,0.0111572770401835,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/19_heatmap.npy,,522,522,
bagel,test,contamination,1,65,20,data/processed/bagel/test/contamination/020_depth.npy,data/processed/bagel/test/contamination/020_mask.npy,data/raw/bagel/test/contamination/gt/020.png,99.0,678.0,115.0,699.0,227,54.94685745239258,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/contamination/20_heatmap.npy,,321,227,0.0149041311815381,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/20_heatmap.npy,,321,321,
bagel,test,contamination,1,66,21,data/processed/bagel/test/contamination/021_depth.npy,data/processed/bagel/test/contamination/021_mask.npy,data/raw/bagel/test/contamination/gt/021.png,115.0,680.0,103.0,698.0,219,11.826354026794434,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/contamination/21_heatmap.npy,,150,219,0.0101125724613666,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/21_heatmap.npy,,150,150,
bagel,test,crack,1,67,0,data/processed/bagel/test/crack/000_depth.npy,data/processed/bagel/test/crack/000_mask.npy,data/raw/bagel/test/crack/gt/000.png,131.0,683.0,123.0,694.0,225,55.070465087890625,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/0_heatmap.npy,,896,225,0.0145769491791725,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/0_heatmap.npy,,896,896,
bagel,test,crack,1,68,1,data/processed/bagel/test/crack/001_depth.npy,data/processed/bagel/test/crack/001_mask.npy,data/raw/bagel/test/crack/gt/001.png,115.0,695.0,111.0,709.0,221,48.09580612182617,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/1_heatmap.npy,,1689,221,0.01650245860219,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/1_heatmap.npy,,1689,1689,
bagel,test,crack,1,69,2,data/processed/bagel/test/crack/002_depth.npy,data/processed/bagel/test/crack/002_mask.npy,data/raw/bagel/test/crack/gt/002.png,127.0,671.0,92.0,698.0,224,7.081204891204834,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/2_heatmap.npy,,1074,224,0.0121350390836596,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/2_heatmap.npy,,1074,1074,
bagel,test,crack,1,70,3,data/processed/bagel/test/crack/003_depth.npy,data/processed/bagel/test/crack/003_mask.npy,data/raw/bagel/test/crack/gt/003.png,100.0,693.0,88.0,691.0,222,-0.7387683987617493,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/3_heatmap.npy,,994,222,0.0141425067558884,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/3_heatmap.npy,,994,994,
bagel,test,crack,1,71,4,data/processed/bagel/test/crack/004_depth.npy,data/processed/bagel/test/crack/004_mask.npy,data/raw/bagel/test/crack/gt/004.png,119.0,690.0,113.0,691.0,220,6.027263164520264,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/4_heatmap.npy,,750,220,0.0121979927644133,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/4_heatmap.npy,,750,750,
bagel,test,crack,1,72,5,data/processed/bagel/test/crack/005_depth.npy,data/processed/bagel/test/crack/005_mask.npy,data/raw/bagel/test/crack/gt/005.png,115.0,673.0,97.0,736.0,213,40.86601257324219,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/5_heatmap.npy,,2815,213,0.0210130736231803,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/5_heatmap.npy,,2815,2815,
bagel,test,crack,1,73,6,data/processed/bagel/test/crack/006_depth.npy,data/processed/bagel/test/crack/006_mask.npy,data/raw/bagel/test/crack/gt/006.png,116.0,695.0,104.0,697.0,224,7.530971527099609,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/6_heatmap.npy,,1564,224,0.0113570457324385,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/6_heatmap.npy,,1564,1564,
bagel,test,crack,1,74,7,data/processed/bagel/test/crack/007_depth.npy,data/processed/bagel/test/crack/007_mask.npy,data/raw/bagel/test/crack/gt/007.png,120.0,683.0,99.0,675.0,222,9.79995822906494,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/7_heatmap.npy,,1526,222,0.0140834068879485,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/7_heatmap.npy,,1526,1526,
bagel,test,crack,1,75,8,data/processed/bagel/test/crack/008_depth.npy,data/processed/bagel/test/crack/008_mask.npy,data/raw/bagel/test/crack/gt/008.png,144.0,685.0,117.0,694.0,222,3.554670572280884,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/8_heatmap.npy,,1248,222,0.0104193398728966,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/8_heatmap.npy,,1248,1248,fig/06_results/bagel_preview_compare/bagel/crack/8_comparison.png
bagel,test,crack,1,76,9,data/processed/bagel/test/crack/009_depth.npy,data/processed/bagel/test/crack/009_mask.npy,data/raw/bagel/test/crack/gt/009.png,115.0,683.0,126.0,800.0,202,50.05299377441406,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/9_heatmap.npy,,987,202,0.0192767605185508,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/9_heatmap.npy,,987,987,
bagel,test,crack,1,77,10,data/processed/bagel/test/crack/010_depth.npy,data/processed/bagel/test/crack/010_mask.npy,data/raw/bagel/test/crack/gt/010.png,114.0,667.0,100.0,800.0,203,47.660099029541016,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/10_heatmap.npy,,665,203,0.0207584854215383,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/10_heatmap.npy,,665,665,
bagel,test,crack,1,78,11,data/processed/bagel/test/crack/011_depth.npy,data/processed/bagel/test/crack/011_mask.npy,data/raw/bagel/test/crack/gt/011.png,96.0,692.0,89.0,706.0,221,2.9702823162078857,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/11_heatmap.npy,,1598,221,0.0206263903528451,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/11_heatmap.npy,,1598,1598,
bagel,test,crack,1,79,12,data/processed/bagel/test/crack/012_depth.npy,data/processed/bagel/test/crack/012_mask.npy,data/raw/bagel/test/crack/gt/012.png,116.0,680.0,101.0,701.0,217,14.732868194580078,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/12_heatmap.npy,,1382,217,0.0139024024829268,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/12_heatmap.npy,,1382,1382,
bagel,test,crack,1,80,13,data/processed/bagel/test/crack/013_depth.npy,data/processed/bagel/test/crack/013_mask.npy,data/raw/bagel/test/crack/gt/013.png,109.0,711.0,95.0,685.0,220,8.291169166564941,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/13_heatmap.npy,,1561,220,0.0142758581787347,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/13_heatmap.npy,,1561,1561,
bagel,test,crack,1,81,14,data/processed/bagel/test/crack/014_depth.npy,data/processed/bagel/test/crack/014_mask.npy,data/raw/bagel/test/crack/gt/014.png,117.0,666.0,100.0,688.0,223,12.27327823638916,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/14_heatmap.npy,,1795,223,0.0110052851960062,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/14_heatmap.npy,,1795,1795,
bagel,test,crack,1,82,15,data/processed/bagel/test/crack/015_depth.npy,data/processed/bagel/test/crack/015_mask.npy,data/raw/bagel/test/crack/gt/015.png,102.0,681.0,99.0,703.0,220,6.092071533203125,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/15_heatmap.npy,,716,220,0.0140479505062103,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/15_heatmap.npy,,716,716,
bagel,test,crack,1,83,16,data/processed/bagel/test/crack/016_depth.npy,data/processed/bagel/test/crack/016_mask.npy,data/raw/bagel/test/crack/gt/016.png,103.0,688.0,95.0,689.0,217,30.106922149658203,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/16_heatmap.npy,,973,217,0.0171825662255287,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/16_heatmap.npy,,973,973,
bagel,test,crack,1,84,17,data/processed/bagel/test/crack/017_depth.npy,data/processed/bagel/test/crack/017_mask.npy,data/raw/bagel/test/crack/gt/017.png,98.0,678.0,95.0,694.0,220,8.887245178222656,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/17_heatmap.npy,,3874,220,0.0137227056547999,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/17_heatmap.npy,,3874,3874,
bagel,test,crack,1,85,18,data/processed/bagel/test/crack/018_depth.npy,data/processed/bagel/test/crack/018_mask.npy,data/raw/bagel/test/crack/gt/018.png,102.0,672.0,115.0,689.0,222,3.404374361038208,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/18_heatmap.npy,,1577,222,0.0142676159739494,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/18_heatmap.npy,,1577,1577,
bagel,test,crack,1,86,19,data/processed/bagel/test/crack/019_depth.npy,data/processed/bagel/test/crack/019_mask.npy,data/raw/bagel/test/crack/gt/019.png,109.0,682.0,101.0,675.0,207,-6.441166400909424,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/19_heatmap.npy,,1282,207,0.0188671853393316,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/19_heatmap.npy,,1282,1282,
bagel,test,crack,1,87,20,data/processed/bagel/test/crack/020_depth.npy,data/processed/bagel/test/crack/020_mask.npy,data/raw/bagel/test/crack/gt/020.png,115.0,685.0,113.0,687.0,220,12.064486503601074,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/20_heatmap.npy,,894,220,0.0158781483769416,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/20_heatmap.npy,,894,894,
bagel,test,crack,1,88,21,data/processed/bagel/test/crack/021_depth.npy,data/processed/bagel/test/crack/021_mask.npy,data/raw/bagel/test/crack/gt/021.png,115.0,674.0,129.0,676.0,224,13.202239990234377,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/crack/21_heatmap.npy,,1165,224,0.013649302534759,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/21_heatmap.npy,,1165,1165,
bagel,test,hole,1,89,0,data/processed/bagel/test/hole/000_depth.npy,data/processed/bagel/test/hole/000_mask.npy,data/raw/bagel/test/hole/gt/000.png,132.0,685.0,122.0,692.0,225,16.322879791259766,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/0_heatmap.npy,,406,225,0.012082147412002,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/0_heatmap.npy,,406,406,
bagel,test,hole,1,90,1,data/processed/bagel/test/hole/001_depth.npy,data/processed/bagel/test/hole/001_mask.npy,data/raw/bagel/test/hole/gt/001.png,105.0,687.0,100.0,694.0,222,-2.4795830249786377,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/1_heatmap.npy,,393,222,0.012044072151184,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/1_heatmap.npy,,393,393,
bagel,test,hole,1,91,2,data/processed/bagel/test/hole/002_depth.npy,data/processed/bagel/test/hole/002_mask.npy,data/raw/bagel/test/hole/gt/002.png,104.0,687.0,123.0,684.0,222,45.80147171020508,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/2_heatmap.npy,,327,222,0.0150162549689412,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/2_heatmap.npy,,327,327,
bagel,test,hole,1,92,3,data/processed/bagel/test/hole/003_depth.npy,data/processed/bagel/test/hole/003_mask.npy,data/raw/bagel/test/hole/gt/003.png,109.0,660.0,109.0,690.0,223,5.57952356338501,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/3_heatmap.npy,,214,223,0.0101236887276172,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/3_heatmap.npy,,214,214,
bagel,test,hole,1,93,4,data/processed/bagel/test/hole/004_depth.npy,data/processed/bagel/test/hole/004_mask.npy,data/raw/bagel/test/hole/gt/004.png,126.0,665.0,101.0,686.0,221,5.916088581085205,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/4_heatmap.npy,,298,221,0.007881143130362,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/4_heatmap.npy,,298,298,fig/06_results/bagel_preview_compare/bagel/hole/4_comparison.png
bagel,test,hole,1,94,5,data/processed/bagel/test/hole/005_depth.npy,data/processed/bagel/test/hole/005_mask.npy,data/raw/bagel/test/hole/gt/005.png,119.0,658.0,103.0,675.0,221,9.943114280700684,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/5_heatmap.npy,,102,221,0.0144037455320358,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/5_heatmap.npy,,102,102,
bagel,test,hole,1,95,6,data/processed/bagel/test/hole/006_depth.npy,data/processed/bagel/test/hole/006_mask.npy,data/raw/bagel/test/hole/gt/006.png,115.0,686.0,109.0,700.0,219,32.88139343261719,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/6_heatmap.npy,,151,219,0.0281610004603862,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/6_heatmap.npy,,151,151,
bagel,test,hole,1,96,7,data/processed/bagel/test/hole/007_depth.npy,data/processed/bagel/test/hole/007_mask.npy,data/raw/bagel/test/hole/gt/007.png,119.0,672.0,108.0,687.0,222,44.052433013916016,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/7_heatmap.npy,,301,222,0.0177101343870162,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/7_heatmap.npy,,301,301,
bagel,test,hole,1,97,8,data/processed/bagel/test/hole/008_depth.npy,data/processed/bagel/test/hole/008_mask.npy,data/raw/bagel/test/hole/gt/008.png,152.0,667.0,99.0,685.0,223,51.47547912597656,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/8_heatmap.npy,,370,223,0.0182466581463813,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/8_heatmap.npy,,370,370,
bagel,test,hole,1,98,9,data/processed/bagel/test/hole/009_depth.npy,data/processed/bagel/test/hole/009_mask.npy,data/raw/bagel/test/hole/gt/009.png,100.0,694.0,93.0,676.0,225,52.15496444702149,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/9_heatmap.npy,,249,225,0.0115014314651489,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/9_heatmap.npy,,249,249,
bagel,test,hole,1,99,10,data/processed/bagel/test/hole/010_depth.npy,data/processed/bagel/test/hole/010_mask.npy,data/raw/bagel/test/hole/gt/010.png,122.0,674.0,116.0,687.0,224,44.776248931884766,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/10_heatmap.npy,,217,224,0.0135113112628459,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/10_heatmap.npy,,217,217,
bagel,test,hole,1,100,11,data/processed/bagel/test/hole/011_depth.npy,data/processed/bagel/test/hole/011_mask.npy,data/raw/bagel/test/hole/gt/011.png,121.0,694.0,100.0,711.0,221,15.994074821472168,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/11_heatmap.npy,,342,221,0.0113004194572567,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/11_heatmap.npy,,342,342,
bagel,test,hole,1,101,12,data/processed/bagel/test/hole/012_depth.npy,data/processed/bagel/test/hole/012_mask.npy,data/raw/bagel/test/hole/gt/012.png,118.0,694.0,97.0,692.0,221,49.12278366088867,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/12_heatmap.npy,,274,221,0.0129091786220669,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/12_heatmap.npy,,274,274,
bagel,test,hole,1,102,13,data/processed/bagel/test/hole/013_depth.npy,data/processed/bagel/test/hole/013_mask.npy,data/raw/bagel/test/hole/gt/013.png,114.0,675.0,75.0,696.0,226,18.436124801635746,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/13_heatmap.npy,,291,226,0.0111537417396903,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/13_heatmap.npy,,291,291,
bagel,test,hole,1,103,14,data/processed/bagel/test/hole/014_depth.npy,data/processed/bagel/test/hole/014_mask.npy,data/raw/bagel/test/hole/gt/014.png,102.0,676.0,77.0,673.0,224,44.93472671508789,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/14_heatmap.npy,,283,224,0.0144720515236258,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/14_heatmap.npy,,283,283,
bagel,test,hole,1,104,15,data/processed/bagel/test/hole/015_depth.npy,data/processed/bagel/test/hole/015_mask.npy,data/raw/bagel/test/hole/gt/015.png,121.0,673.0,91.0,675.0,221,11.57688808441162,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/15_heatmap.npy,,156,221,0.0123072443529963,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/15_heatmap.npy,,156,156,
bagel,test,hole,1,105,16,data/processed/bagel/test/hole/016_depth.npy,data/processed/bagel/test/hole/016_mask.npy,data/raw/bagel/test/hole/gt/016.png,133.0,697.0,125.0,692.0,224,9.695478439331056,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/16_heatmap.npy,,208,224,0.0121862506493926,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/16_heatmap.npy,,208,208,
bagel,test,hole,1,106,17,data/processed/bagel/test/hole/017_depth.npy,data/processed/bagel/test/hole/017_mask.npy,data/raw/bagel/test/hole/gt/017.png,131.0,700.0,113.0,717.0,218,13.238595962524414,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/17_heatmap.npy,,302,218,0.0111522516235709,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/17_heatmap.npy,,302,302,
bagel,test,hole,1,107,18,data/processed/bagel/test/hole/018_depth.npy,data/processed/bagel/test/hole/018_mask.npy,data/raw/bagel/test/hole/gt/018.png,126.0,693.0,119.0,732.0,216,24.693504333496097,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/18_heatmap.npy,,397,216,0.0189791694283485,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/18_heatmap.npy,,397,397,
bagel,test,hole,1,108,19,data/processed/bagel/test/hole/019_depth.npy,data/processed/bagel/test/hole/019_mask.npy,data/raw/bagel/test/hole/gt/019.png,103.0,695.0,103.0,684.0,220,10.499759674072266,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/19_heatmap.npy,,807,220,0.0133958756923675,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/19_heatmap.npy,,807,807,
bagel,test,hole,1,109,20,data/processed/bagel/test/hole/020_depth.npy,data/processed/bagel/test/hole/020_mask.npy,data/raw/bagel/test/hole/gt/020.png,111.0,708.0,111.0,710.0,211,9.87088108062744,outputs/metrics/classical_heatmaps/bagel_preview_compare/bagel/hole/20_heatmap.npy,,258,211,0.0117984674870967,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/20_heatmap.npy,,258,258,
